0	18590
18590	38258
38258	58601
58601	78086
78086	98015
98015	116214
116214	133956
133956	154652
154652	174572
174572	192321
192321	209734
209734	229406
229406	244700
244700	264434
264434	283913
283913	304538
304538	320597
320597	340944
340944	359541
359541	377293
377293	396831
396831	417451
417451	435693
435693	455326
455326	474872
474872	495017
495017	514855
514855	533005
533005	552956
552956	571114
571114	589296
589296	607995
607995	628060
628060	648663
648663	668958
668958	687381
687381	706929
706929	726253
726253	745853
745853	763527
763527	782798
782798	799947
799947	819968
819968	837852
837852	858432
858432	878205
878205	898664
898664	915950
915950	935405
935405	955480
955480	975167
975167	993204
993204	1013511
1013511	1033196
1033196	1052300
1052300	1072719
1072719	1092729
1092729	1112402
1112402	1130646
1130646	1150175
1150175	1170228
1170228	1188199
1188199	1208141
1208141	1227010
1227010	1245338
1245338	1264639
1264639	1285061
1285061	1302169
1302169	1322115
1322115	1339794
1339794	1358129
1358129	1373533
1373533	1393240
1393240	1408777
1408777	1428887
1428887	1447362
1447362	1465741
1465741	1485197
1485197	1503885
1503885	1521994
1521994	1542464
1542464	1560491
1560491	1579713
1579713	1599147
1599147	1619193
1619193	1639442
1639442	1660506
1660506	1681273
1681273	1701107
1701107	1721003
1721003	1740989
1740989	1760636
1760636	1778404
1778404	1798290
1798290	1817921
1817921	1837832
1837832	1857760
1857760	1875117
1875117	1894736
1894736	1910192
