0	20379
20379	39929
39929	55687
55687	73050
73050	91501
91501	110783
110783	130632
130632	151258
151258	171289
171289	190769
190769	205471
205471	224320
224320	243944
243944	263971
263971	283629
283629	304063
304063	323899
323899	341320
341320	358591
358591	378669
378669	398813
398813	416454
416454	434558
434558	454490
454490	474721
474721	494806
494806	514889
514889	534248
534248	549672
549672	569612
569612	589650
589650	609679
609679	629096
629096	647449
647449	668009
668009	687717
687717	707324
707324	725135
725135	744350
744350	764254
764254	784421
784421	804666
804666	825149
825149	844936
844936	865304
865304	884533
884533	903986
903986	923628
923628	939231
939231	959566
959566	974955
974955	995476
995476	1015918
1015918	1035549
1035549	1053884
1053884	1072730
1072730	1092794
1092794	1112198
1112198	1132273
1132273	1150722
1150722	1170515
1170515	1188866
1188866	1208087
1208087	1227432
1227432	1247845
1247845	1268335
1268335	1288410
1288410	1307366
1307366	1327810
1327810	1348064
1348064	1365013
1365013	1385158
1385158	1404742
1404742	1422744
1422744	1442906
1442906	1463026
1463026	1482445
1482445	1502931
1502931	1523642
1523642	1542506
1542506	1562128
1562128	1579686
1579686	1599788
1599788	1619282
1619282	1633864
1633864	1651034
1651034	1666928
1666928	1684863
1684863	1704155
1704155	1722938
1722938	1740731
1740731	1761093
1761093	1776673
1776673	1797260
1797260	1815826
1815826	1836010
1836010	1851699
1851699	1872250
1872250	1889599
1889599	1909564
