0	18587
18587	38219
38219	58625
58625	78380
78380	98146
98146	118292
118292	136157
136157	155451
155451	174855
174855	178703
178703	199043
199043	219200
219200	236584
236584	257053
257053	277069
277069	292881
292881	308712
308712	324366
324366	327626
327626	340629
340629	361296
361296	365968
365968	382552
382552	402822
402822	422856
422856	443082
443082	446672
446672	466914
466914	487254
487254	507330
507330	527027
527027	547147
547147	565258
565258	583610
583610	604200
604200	624301
624301	636317
636317	654229
654229	674826
674826	690621
690621	710580
710580	730527
730527	750020
750020	769686
769686	788771
788771	808091
808091	827420
827420	845355
845355	855208
855208	874504
874504	893063
893063	913269
913269	932872
932872	950580
950580	954196
954196	966055
966055	985386
985386	1005661
1005661	1025463
1025463	1045935
1045935	1061530
1061530	1079657
1079657	1095843
1095843	1109069
1109069	1128451
1128451	1148790
1148790	1159565
1159565	1161692
1161692	1167738
1167738	1187430
1187430	1207675
1207675	1222572
1222572	1242457
1242457	1252219
1252219	1265647
1265647	1283910
1283910	1303291
1303291	1323427
1323427	1343160
1343160	1344158
1344158	1361381
1361381	1381734
1381734	1397106
1397106	1411903
1411903	1416731
1416731	1437005
1437005	1456453
1456453	1460213
1460213	1480280
1480280	1498353
1498353	1514345
1514345	1534233
1534233	1543788
1543788	1551791
1551791	1553562
1553562	1562085
1562085	1581004
1581004	1600682
1600682	1618922
1618922	1634303
