0	17930
17930	35716
35716	56326
56326	75352
75352	95486
95486	110649
110649	130196
130196	149150
149150	164584
164584	183470
183470	201619
201619	222197
222197	241773
241773	261569
261569	279223
279223	299519
299519	319551
319551	338679
338679	358311
358311	378132
378132	397588
397588	415094
415094	433479
433479	451588
451588	471050
471050	491434
491434	511931
511931	531505
531505	551943
551943	566963
566963	584415
584415	599784
599784	618606
618606	638391
638391	657943
657943	676676
676676	695876
695876	715863
715863	731614
731614	749852
749852	769228
769228	786952
786952	806443
806443	822220
822220	842492
842492	862206
862206	882344
882344	902338
902338	917957
917957	937018
937018	956155
956155	975439
975439	994412
994412	1012845
1012845	1030333
1030333	1048581
1048581	1068236
1068236	1087652
1087652	1107504
1107504	1123900
1123900	1141764
1141764	1161956
1161956	1176730
1176730	1196520
1196520	1214995
1214995	1234122
1234122	1253715
1253715	1274109
1274109	1288735
1288735	1305838
1305838	1326049
1326049	1346532
1346532	1366608
1366608	1386939
1386939	1405926
1405926	1425669
1425669	1443577
1443577	1460273
1460273	1478940
1478940	1498503
1498503	1518071
1518071	1537418
1537418	1557680
1557680	1576004
1576004	1596177
1596177	1615280
1615280	1633830
1633830	1653365
1653365	1674078
1674078	1693843
1693843	1713687
1713687	1732437
1732437	1751853
1751853	1771785
1771785	1791937
1791937	1811648
1811648	1827072
1827072	1841075
1841075	1859096
1859096	1879114
