0	18477
18477	36925
36925	57160
57160	76301
76301	91513
91513	111444
111444	127133
127133	147337
147337	166938
166938	186406
186406	202185
202185	222697
222697	239694
239694	255448
255448	275720
275720	292777
292777	312527
312527	332685
332685	351199
351199	371303
371303	390458
390458	408704
408704	428413
428413	448335
448335	463713
463713	483280
483280	499584
499584	519168
519168	539336
539336	559155
559155	579879
579879	599852
599852	619567
619567	639560
639560	659280
659280	678282
678282	693375
693375	711599
711599	732048
732048	752235
752235	772406
772406	788942
788942	807707
807707	826810
826810	846922
846922	862171
862171	882418
882418	899679
899679	916855
916855	935974
935974	950447
950447	966417
966417	986055
986055	1001423
1001423	1021234
1021234	1041206
1041206	1058160
1058160	1076241
1076241	1095889
1095889	1116194
1116194	1136235
1136235	1155809
1155809	1175535
1175535	1195643
1195643	1214935
1214935	1232794
1232794	1251003
1251003	1270848
1270848	1290887
1290887	1310356
1310356	1327676
1327676	1346640
1346640	1364944
1364944	1383140
1383140	1403661
1403661	1423435
1423435	1443779
1443779	1463036
1463036	1480634
1480634	1501048
1501048	1520693
1520693	1541257
1541257	1560607
1560607	1575126
1575126	1593798
1593798	1613497
1613497	1633329
1633329	1648986
1648986	1667398
1667398	1687086
1687086	1707648
1707648	1726843
1726843	1744877
1744877	1764451
1764451	1783182
1783182	1800606
1800606	1820685
1820685	1838317
1838317	1855872
1855872	1876437
