0	17171
17171	37453
37453	57237
57237	74453
74453	95418
95418	115431
115431	135557
135557	155630
155630	176347
176347	195891
195891	215340
215340	234975
234975	255315
255315	274598
274598	290609
290609	310756
310756	327014
327014	346715
346715	361873
361873	377175
377175	396160
396160	416433
416433	434434
434434	454360
454360	472755
472755	492025
492025	511505
511505	531427
531427	545345
545345	565005
565005	583063
583063	603126
603126	618644
618644	638889
638889	656169
656169	676698
676698	695743
695743	713996
713996	733091
733091	753197
753197	771465
771465	787286
787286	807280
807280	825284
825284	845592
845592	865833
865833	886037
886037	905855
905855	924810
924810	945696
945696	965634
965634	984873
984873	1004901
1004901	1023158
1023158	1042969
1042969	1062322
1062322	1082237
1082237	1102226
1102226	1120139
1120139	1138026
1138026	1157580
1157580	1178063
1178063	1195127
1195127	1215700
1215700	1234544
1234544	1255069
1255069	1274629
1274629	1292777
1292777	1312442
1312442	1331926
1331926	1352248
1352248	1370841
1370841	1390846
1390846	1409874
1409874	1428054
1428054	1447772
1447772	1463658
1463658	1471590
1471590	1492299
1492299	1508127
1508127	1527987
1527987	1548002
1548002	1567649
1567649	1587664
1587664	1605527
1605527	1625475
1625475	1643633
1643633	1662622
1662622	1682525
1682525	1698343
1698343	1717191
1717191	1736780
1736780	1756597
1756597	1777002
1777002	1796035
1796035	1812953
1812953	1832483
1832483	1852373
1852373	1871358
1871358	1890816
