0	16054
16054	36144
36144	56026
56026	72916
72916	92158
92158	110673
110673	130233
130233	150617
150617	171366
171366	191360
191360	211262
211262	232153
232153	251685
251685	271336
271336	290703
290703	310435
310435	329378
329378	348686
348686	368527
368527	388542
388542	407941
407941	426237
426237	446559
446559	464207
464207	483798
483798	501660
501660	522003
522003	542183
542183	561505
561505	581479
581479	601733
601733	621992
621992	641924
641924	659093
659093	674829
674829	695364
695364	714809
714809	735247
735247	755407
755407	775857
775857	788517
788517	808771
808771	828384
828384	848457
848457	868557
868557	884337
884337	905312
905312	925014
925014	942156
942156	962746
962746	983143
983143	1003578
1003578	1023401
1023401	1042591
1042591	1062961
1062961	1081026
1081026	1101325
1101325	1120927
1120927	1141081
1141081	1160756
1160756	1180711
1180711	1201191
1201191	1220819
1220819	1236160
1236160	1256201
1256201	1276622
1276622	1295967
1295967	1315644
1315644	1335516
1335516	1355324
1355324	1375330
1375330	1395490
1395490	1414932
1414932	1435148
1435148	1455086
1455086	1474900
1474900	1494206
1494206	1511219
1511219	1525688
1525688	1540356
1540356	1558513
1558513	1575712
1575712	1595673
1595673	1615470
1615470	1634771
1634771	1654842
1654842	1674615
1674615	1689881
1689881	1708041
1708041	1727884
1727884	1746824
1746824	1764804
1764804	1784406
1784406	1804567
1804567	1822869
1822869	1843169
1843169	1862511
1862511	1882606
1882606	1902880
1902880	1921578
