0	20534
20534	40352
40352	60455
60455	78685
78685	99175
99175	119301
119301	139111
139111	159633
159633	178287
178287	193165
193165	213187
213187	230425
230425	247688
247688	267654
267654	287394
287394	304965
304965	324830
324830	343839
343839	363945
363945	383786
383786	402480
402480	423161
423161	442758
442758	458444
458444	478694
478694	498564
498564	519481
519481	539138
539138	559556
559556	577271
577271	595503
595503	615259
615259	635187
635187	654725
654725	674227
674227	692575
692575	710575
710575	730656
730656	748136
748136	768274
768274	788893
788893	807230
807230	823021
823021	842744
842744	860262
860262	879057
879057	894263
894263	911324
911324	931174
931174	949440
949440	969577
969577	989864
989864	1008063
1008063	1025645
1025645	1046107
1046107	1061862
1061862	1080060
1080060	1100025
1100025	1120260
1120260	1138433
1138433	1156443
1156443	1176375
1176375	1196012
1196012	1216413
1216413	1234845
1234845	1255220
1255220	1275963
1275963	1295453
1295453	1316135
1316135	1336383
1336383	1354615
1354615	1374848
1374848	1394708
1394708	1414326
1414326	1434688
1434688	1451771
1451771	1471456
1471456	1488265
1488265	1508161
1508161	1528392
1528392	1546270
1546270	1566290
1566290	1585239
1585239	1605279
1605279	1625403
1625403	1645659
1645659	1663864
1663864	1683389
1683389	1703043
1703043	1723215
1723215	1737153
1737153	1757310
1757310	1774937
1774937	1795635
1795635	1816461
1816461	1834770
1834770	1852896
1852896	1872896
1872896	1892529
1892529	1910680
