0	19552
19552	39020
39020	57428
57428	73185
73185	93504
93504	114304
114304	134209
134209	154518
154518	170245
170245	190544
190544	208965
208965	229187
229187	249062
249062	267176
267176	287402
287402	307407
307407	326750
326750	346779
346779	363646
363646	382999
382999	397240
397240	415532
415532	435967
435967	455692
455692	475851
475851	495720
495720	513430
513430	533034
533034	549763
549763	569054
569054	588399
588399	608498
608498	628128
628128	645066
645066	665553
665553	683801
683801	701913
701913	719611
719611	738085
738085	758063
758063	776010
776010	796341
796341	815233
815233	835525
835525	855163
855163	876086
876086	896007
896007	915345
915345	930662
930662	946512
946512	965903
965903	985662
985662	1004876
1004876	1025354
1025354	1045965
1045965	1063931
1063931	1084219
1084219	1104308
1104308	1123783
1123783	1144247
1144247	1164047
1164047	1183234
1183234	1203360
1203360	1223459
1223459	1243437
1243437	1263937
1263937	1283856
1283856	1303657
1303657	1319047
1319047	1337300
1337300	1357550
1357550	1377048
1377048	1397104
1397104	1416878
1416878	1437239
1437239	1451685
1451685	1467511
1467511	1486730
1486730	1503691
1503691	1523109
1523109	1543012
1543012	1562462
1562462	1582675
1582675	1600649
1600649	1619677
1619677	1635543
1635543	1654840
1654840	1675727
1675727	1695538
1695538	1710259
1710259	1725256
1725256	1745100
1745100	1765337
1765337	1783568
1783568	1803224
1803224	1822774
1822774	1843613
1843613	1863378
1863378	1880178
1880178	1900355
