0	19218
19218	36538
36538	55019
55019	74815
74815	92809
92809	111091
111091	129600
129600	149953
149953	167118
167118	187066
187066	207077
207077	222901
222901	242898
242898	261949
261949	282330
282330	302107
302107	322070
322070	340132
340132	359975
359975	380745
380745	400494
400494	418518
418518	433966
433966	452272
452272	472213
472213	488739
488739	505710
505710	525694
525694	544480
544480	564753
564753	584463
584463	602992
602992	623068
623068	643148
643148	663279
663279	682037
682037	702049
702049	721337
721337	742123
742123	760935
760935	781140
781140	801278
801278	819872
819872	840430
840430	858712
858712	877777
877777	897418
897418	917647
917647	932097
932097	951832
951832	971202
971202	974066
974066	994055
994055	1012359
1012359	1031078
1031078	1050668
1050668	1070418
1070418	1090516
1090516	1106891
1106891	1125609
1125609	1145990
1145990	1165641
1165641	1185497
1185497	1205349
1205349	1224624
1224624	1245138
1245138	1264473
1264473	1284077
1284077	1301293
1301293	1321225
1321225	1340560
1340560	1361230
1361230	1380129
1380129	1399469
1399469	1419524
1419524	1437131
1437131	1456704
1456704	1476117
1476117	1496476
1496476	1515021
1515021	1533934
1533934	1553949
1553949	1569659
1569659	1589448
1589448	1609825
1609825	1628966
1628966	1648054
1648054	1668015
1668015	1687534
1687534	1705991
1705991	1726024
1726024	1746545
1746545	1766270
1766270	1784450
1784450	1805344
1805344	1825182
1825182	1845110
1845110	1865218
1865218	1878377
1878377	1898890
