0	20500
20500	40570
40570	58530
58530	76164
76164	95335
95335	109833
109833	128938
128938	145279
145279	165048
165048	185360
185360	203277
203277	221492
221492	239254
239254	259201
259201	279539
279539	300137
300137	319704
319704	338552
338552	359178
359178	378976
378976	399101
399101	418425
418425	436260
436260	456716
456716	471251
471251	489734
489734	509470
509470	525448
525448	545520
545520	566075
566075	586476
586476	606430
606430	625839
625839	645270
645270	663370
663370	683832
683832	704134
704134	721350
721350	742290
742290	762416
762416	783101
783101	801839
801839	822068
822068	841727
841727	861909
861909	881578
881578	901169
901169	921334
921334	939752
939752	959946
959946	975408
975408	993762
993762	1013061
1013061	1033662
1033662	1049007
1049007	1069248
1069248	1088312
1088312	1107997
1107997	1126494
1126494	1145405
1145405	1162927
1162927	1183548
1183548	1202668
1202668	1218405
1218405	1237146
1237146	1256006
1256006	1274064
1274064	1294552
1294552	1315086
1315086	1334910
1334910	1355105
1355105	1374733
1374733	1394985
1394985	1414824
1414824	1434025
1434025	1453133
1453133	1473006
1473006	1493393
1493393	1513756
1513756	1530974
1530974	1550821
1550821	1570325
1570325	1589455
1589455	1608261
1608261	1627731
1627731	1647905
1647905	1666408
1666408	1686777
1686777	1706972
1706972	1727572
1727572	1747162
1747162	1767397
1767397	1787518
1787518	1805917
1805917	1825454
1825454	1844399
1844399	1862518
1862518	1877878
1877878	1893381
1893381	1911625
