0	18020
18020	36464
36464	56338
56338	75400
75400	94988
94988	114749
114749	133522
133522	153640
153640	171741
171741	192023
192023	211443
211443	231060
231060	251140
251140	269635
269635	289806
289806	309633
309633	329435
329435	348299
348299	368499
368499	387120
387120	407762
407762	425084
425084	442719
442719	461700
461700	480713
480713	496287
496287	516555
516555	535804
535804	547967
547967	567972
567972	587437
587437	602115
602115	621994
621994	641864
641864	661018
661018	680724
680724	700369
700369	720033
720033	738908
738908	757450
757450	772874
772874	792824
792824	812514
812514	831370
831370	846835
846835	862491
862491	882219
882219	902926
902926	919565
919565	939223
939223	954693
954693	972494
972494	989417
989417	1009133
1009133	1029330
1029330	1049775
1049775	1067346
1067346	1086907
1086907	1106449
1106449	1126778
1126778	1146893
1146893	1166497
1166497	1180800
1180800	1200264
1200264	1214230
1214230	1234341
1234341	1254327
1254327	1269488
1269488	1289925
1289925	1309930
1309930	1330127
1330127	1348456
1348456	1366724
1366724	1386621
1386621	1404795
1404795	1424750
1424750	1441711
1441711	1461201
1461201	1481532
1481532	1502255
1502255	1520616
1520616	1540827
1540827	1560802
1560802	1580740
1580740	1599987
1599987	1615136
1615136	1630299
1630299	1650616
1650616	1670619
1670619	1689853
1689853	1707608
1707608	1727504
1727504	1741775
1741775	1760535
1760535	1779470
1779470	1799828
1799828	1819938
1819938	1838304
1838304	1856600
1856600	1877473
